stage,dataset_group,source_id,clip_id,path,error_type,error_message,notes
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0093,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0093.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0093.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0094,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0094.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0094.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0095,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0095.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0095.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0096,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0096.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0096.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0097,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0097.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0097.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0098,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0098.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0098.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0099,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0099.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0099.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0100,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0100.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0100.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0101,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0101.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0101.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0102,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0102.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0102.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0103,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0103.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0103.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0104,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0104.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0104.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0105,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0105.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0105.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0106,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0106.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0106.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0107,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0107.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0107.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0108,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0108.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0108.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0109,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0109.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0109.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0110,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0110.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0110.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0111,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0111.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0111.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0112,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0112.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0112.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
