titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0114,75,111.63,0.0,7.738,19.056,43.34,keep,,el partido de un futbolista que
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0115,75,112.76,0.0,9.187,20.281,51.91,keep,,entendio lo que se estaba jugando
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0116,75,112.97,0.0,7.589,14.422,51.92,keep,,despues tenes viste rendimientos que son
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0117,150,108.64,0.0,10.248,20.781,52.52,keep,,esporadicos de colibios alguna jugada pero river funciono muy bien como equipo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0118,100,108.24,0.0,10.714,25.43,44.58,keep,,como equipo freitas entro bien pero decide mal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0119,100,115.68,0.0,10.545,20.699,53.41,keep,,freitas generalmente decida mal no fue un piso en la jugada del penalti
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0120,100,112.95,0.0,14.554,27.551,52.86,keep,,pero despues hay jugada donde freitas decide mal pero porque fue un pibe
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0122,174,111.96,0.0,10.646,25.626,54.84,keep,,y si a la larga o a la corta o en jugadas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0123,100,109.1,0.0,6.789,18.562,52.98,keep,,eso lo podes pagar y hoy river creo que con
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0124,125,111.06,0.0,7.482,19.746,56.14,keep,,con lo que tiene ha hecho ha hecho un papel muy significativo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0125,75,103.36,0.0,9.226,20.832,45.3,keep,,y yo lo digo cada vez que puedo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0127,75,114.6,0.0,8.105,21.133,73.07,keep,,y river esta en una final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0128,125,108.8,0.0,5.453,17.232,56.88,keep,,en una final y
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0129,75,107.04,0.0,15.687,28.271,55.82,keep,,de donde venia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0130,100,110.41,0.0,10.14,19.414,53.5,keep,,acueldense hace poquito era boca 6 de 6 en la libertadores
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0131,125,114.75,0.0,12.211,21.433,64.99,keep,,ganandole a river en el monumental river generando tecnico enojado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0132,75,113.43,0.0,12.269,22.901,51.32,keep,,porque lo que freitas deciamos que jugaba mal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0133,125,102.01,0.0,8.209,18.906,44.07,keep,,que se vayan todo hoy es river con el boleto a cordoba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0134,150,112.03,0.0,9.179,17.678,52.97,keep,,y viendo a boca el martes que si pierde queda fuera de la copa libertadores
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0135,100,100.16,0.0,11.511,22.558,47.82,keep,,bueno es algo que no gane la catolica pero es fortisimo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0136,100,102.11,0.0,15.438,36.188,39.82,keep,,la foto que veias de river es una foto de
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0137,99,99.51,0.0,12.504,24.114,40.01,keep,,el peor equipo desde la b era eso chicos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0139,98,106.41,0.0,11.815,24.476,48.34,keep,,que incluso el partido de esta noche no nos lleva a pensar otra cosa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0140,100,113.88,0.0,11.536,21.016,47.46,keep,,porque si no no se puede analizar futbol no se puede analizar futbol
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0141,75,113.27,0.0,7.275,18.489,65.03,keep,,la verdad que lo de river era
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0142,125,110.64,0.0,9.783,21.675,55.14,keep,,muy pobre pero tambien hay que entender de donde partia codet
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0143,100,110.42,0.0,10.686,23.347,69.19,keep,,que era lo que a el le molestaba miren que cuando yo llegue aca estaba todo roto
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0144,75,109.43,0.0,10.941,20.034,52.64,keep,,los jugadores con el entrenador
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0145,75,115.26,0.0,10.115,21.528,65.73,keep,,y el tipo no paro de ganar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0146,125,109.79,0.0,11.037,21.165,57.22,keep,,no paro de ganar claro perdio el mas incomodo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0147,100,111.57,0.0,10.855,21.573,47.26,keep,,que ya quedo sabes donde el partido que river perdo a boca
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0148,125,112.78,0.0,15.54,30.512,47.93,keep,,quedo a 15000 kilometros por supuesto tiene que ganar en cordoba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0149,75,111.43,0.0,14.169,25.268,58.61,keep,,y todo esto se va a reducir
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0151,75,102.29,0.0,14.246,22.338,44.9,keep,,o se potenciara lo bueno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0152,100,107.29,0.0,8.193,19.84,53.93,keep,,si es que logra levantar el campeonato local
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0153,100,111.26,0.0,8.487,18.704,54.84,keep,,un campeonato local que a river se le hace qboost en los ultimos 10 años de su historia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0154,100,107.22,0.0,8.675,16.689,46.73,keep,,le cuesta a comparacion a lo que fue siempre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0155,125,107.45,0.0,7.486,16.748,52.25,keep,,la historia de river los campeonatos locales no los ganan a river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0156,75,110.13,0.0,7.886,17.738,55.05,keep,,esta bien empezo a ganar los internacionales
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0157,100,105.45,0.0,7.687,18.554,54.82,keep,,que era lo que necesitaba a river la epoca dorada de gallargo tuvo esa complicacion
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0158,75,104.74,0.0,7.674,20.575,52.68,keep,,que gano un solo torneo local
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0159,75,105.75,0.0,12.84,24.375,48.3,keep,,despues gano otro pero ya hace 3 años que a river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0160,125,112.53,0.0,9.237,20.785,56.46,keep,,no salio el campeon la puta si no vale el partido de hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0161,100,111.35,0.0,9.698,20.964,70.84,keep,,y esta levantada de cordoba y ese aliento y esa sensacion del final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0162,100,115.57,0.0,11.582,24.183,56.21,keep,,del monumental de loco vamos a salir campeones
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0163,97,106.21,0.0,11.126,26.205,58.63,keep,,o podemos salir campeones estabamos mortadela mortadela
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0164,125,106.11,0.0,8.02,20.222,51.48,keep,,con pistachos y ahora puede salir campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0165,75,108.16,0.0,6.399,16.724,44.35,keep,,y por como jugo hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0166,75,110.33,0.0,8.067,20.458,61.25,keep,,river juega con otra chapa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0167,100,106.64,0.0,9.768,21.831,47.74,keep,,la final ya llega a mentalizar che podemos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0168,100,107.65,0.0,12.897,23.206,47.22,keep,,los jugadores de river hoy se miran y dicen che vieron que podemos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0169,125,109.66,0.0,9.783,18.911,50.65,keep,,estoy convencido que hoy debe sentar a los jugadores a hora de estar en che vieron que se puede
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0170,125,109.8,0.0,11.138,26.554,53.81,keep,,vieron que se puede tiene que mentalizarlos a que ahora repita
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0171,75,111.98,0.0,10.343,20.419,48.53,keep,,en este momento el torneo esta exprimiendo a full
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0172,100,105.01,0.0,8.226,17.611,45.46,keep,,la metodologia del torneo de un torneo que no es justo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0173,75,100.74,0.0,9.233,18.458,35.13,keep,,de un torneo en el que para mi river no es el mejor
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0174,75,105.04,0.0,10.599,21.927,35.09,keep,,hoy jugo como el mejor pero no es el mejor
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0175,75,113.35,0.0,11.1,24.981,58.71,keep,,y vieron vieron central que
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0176,100,114.66,0.0,15.689,28.808,59.69,keep,,no te sirve esto central no te sirve en estos torneos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0177,125,114.3,0.0,11.781,22.911,54.29,keep,,no te sirve central en un torneo largo con el equipo que tiene
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0178,125,106.06,0.0,14.517,29.746,48.05,keep,,lo puedes sacar campeon tranquilamente estos torneos una tarde una noche tarde noche
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0179,100,106.84,0.0,11.897,21.987,46.32,keep,,jugadas no a la altura y te vas a tu casa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0180,100,105.93,0.0,11.089,19.855,41.17,keep,,porque vos no puedes estar a la altura en un campeonato largo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0181,75,107.18,0.0,13.548,22.03,56.32,keep,,o llamarlo como quiera porque largos eran los de idiuenta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0182,100,108.0,0.0,15.287,31.919,49.14,keep,,en un campeonato de todos contra todos vas al monumental una tarde una noche
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0183,100,113.53,0.0,8.129,17.579,54.57,keep,,le paso a racing en el 2019
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0184,75,103.04,0.0,13.557,21.384,39.09,keep,,si vas y te comes una verguenza
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0185,100,110.04,0.0,10.49,21.183,54.56,keep,,contra river en el monumental que te hace replantear pero despues te puedes recuperar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0186,150,115.94,0.0,11.61,23.017,72.73,keep,,y se no hay verdad que para salir campeon tiene ganado todos en las ligas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0187,75,110.89,0.0,8.169,16.797,43.01,keep,,no es a que mas puntos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0188,150,113.97,0.0,10.893,27.05,59.12,keep,,esta metodologia que disfruto central el otro dia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0189,75,110.44,0.0,10.599,23.884,45.14,keep,,o que podemos presumir
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0190,100,104.84,0.0,8.538,19.435,35.04,keep,,que esta conforme por lo que vota
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0191,75,111.8,0.0,7.743,17.415,49.03,keep,,su edigencia en afa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0192,75,108.89,0.0,7.698,18.316,60.44,keep,,por bancar la gestion de tapia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0193,100,110.89,0.0,10.352,19.529,56.82,keep,,lo que termina a rosario central rosario central tendria que tener campeonatos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0194,100,112.22,0.0,12.592,19.931,54.76,keep,,no tiene los campeonatos que tendria que tener porque el del año pasado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0195,75,104.99,0.0,12.107,21.142,38.58,keep,,yo no lo voy a contar porque es un campeonato
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0196,75,114.26,0.0,10.893,21.2,64.8,keep,,que se determina durante
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0197,100,109.88,0.0,12.43,23.833,61.23,keep,,es una imposicion no es yo te digo que el que saca puntos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0198,75,110.86,0.0,16.727,28.345,54.62,keep,,no fue doler o no lo contaba y el de central si lo cuenta lo cuenta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0199,75,115.3,0.0,8.765,16.827,47.22,keep,,porque dice bueno por que no
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0200,75,115.14,0.0,10.259,20.915,58.3,keep,,si tantas veces fuimos cagados pues no voy a contar esta si esta todo bien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0201,75,115.7,0.0,12.453,20.666,61.71,keep,,pero no sos campeon si echas a tu perdida
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0202,125,111.51,0.0,9.782,19.374,54.55,keep,,y con eso campeon si a los tres dias perdi con central y el equipo se va murmurado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0203,125,110.47,0.0,10.159,20.745,44.39,keep,,no sos campeon y central hubiese salido campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0204,75,107.38,0.0,8.913,17.703,43.32,keep,,hubiese salido campeon capaz que hasta dos veces
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0205,125,103.09,0.0,10.026,20.129,42.09,keep,,con la apertura y clausura bien con todo contra todo eso es lo lunko
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0206,100,113.65,0.0,10.088,23.728,53.97,keep,,y te torneo a los buenos no les sirve
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0207,100,107.73,0.0,9.36,18.9,48.97,keep,,a los buenos no les sirve les sirve a los que no anduieron bien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0208,75,113.94,0.0,10.328,18.826,53.27,keep,,y despues en el mano a mano y es otro torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0209,100,111.28,0.0,12.749,25.273,41.56,keep,,es otro torneo es otro torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0210,100,113.38,0.0,9.795,24.234,58.54,keep,,es otro torneo no no no pero river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0211,75,100.52,0.0,13.774,27.761,53.98,keep,,que le importa hoy hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0212,100,110.13,0.0,13.556,26.193,60.76,keep,,al de river que le importa tapia los treinta y quipo la dos horas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0213,125,104.99,0.0,9.739,19.137,45.3,keep,,cuando esta con el boleto porque lo digo porque yo hace cuatro meses
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0214,100,107.28,0.0,14.124,26.283,49.41,keep,,estaba con el boleto asalteado al estero y que me importaba la mitologia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0215,123,114.62,0.0,12.795,22.971,57.44,keep,,y ya cuando llegaste a la final y enfrente tenes estudiante en nuestro caso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0216,100,109.54,0.0,11.422,23.184,54.95,keep,,o ahora que le toque imaginense si era el grano de cordos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0217,175,111.71,0.0,10.994,21.786,45.43,keep,,de ese partido pero aunque sea argentino viste loco sos campeon sos campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0218,75,107.54,0.0,14.197,26.189,58.29,keep,,sos campeon cuando no eras nada
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0219,125,105.4,0.0,12.344,21.498,45.91,keep,,cuando eras todo negro cuando era refundemos river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0220,75,108.33,0.0,8.272,15.74,42.86,keep,,refundemos river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0221,100,110.69,0.0,10.998,22.623,46.95,keep,,y hoy goza de las mieles del torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0222,75,115.36,0.0,9.85,20.026,61.52,keep,,y digo bueno ya esta que va a hacer
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0223,75,108.07,0.0,9.271,17.701,47.98,keep,,a favor su inigencia se planteo y dijo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0224,100,102.76,0.0,10.899,21.905,45.94,keep,,esto no nos gusta antes veremos que es lo que dice ahora
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0225,75,101.99,0.0,10.135,19.882,36.95,keep,,pero antes dijo esto no nos gusta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0226,75,101.35,0.0,10.98,25.764,41.86,keep,,y hoy que ya me imagino me imagino
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0228,75,103.93,0.0,16.494,30.197,37.3,keep,,me lo imagino nos cobro dos penales
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0229,125,111.88,0.0,11.369,23.199,63.82,keep,,bueno se hace un penal de que un joven o un codazo que quiere que no te lo cobre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0230,125,112.57,0.0,10.845,25.687,71.1,keep,,el penal el arquero ni lo de conte pues un penal al aso el otro el segundo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0231,75,110.87,0.0,13.055,23.783,55.04,keep,,para lo aparte jugo el criticadisimo por mi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0232,100,101.15,0.0,11.578,21.411,37.64,keep,,que igual soy de lo que piensan que si river quiere ir a porton
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0233,100,102.11,0.0,10.459,20.211,41.66,keep,,no esta para hacer titular porque tiene chispasso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0234,75,102.88,0.0,12.746,19.513,38.18,keep,,pero a veces no tiene ni esos chispasso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0235,100,110.66,0.0,14.981,23.896,53.61,keep,,como lo pateo colidio el penal y lo mal que lo pateo montel no
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0237,75,117.89,0.0,19.335,30.312,41.64,keep,,lo que pasa es que colidio es frio frio frio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0238,75,111.41,0.0,12.196,20.193,41.17,keep,,o sea no es que es frio papa pero es frio frio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0239,100,106.03,0.0,7.179,19.636,55.37,keep,,es un partido claro river arranca bien y se supera
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0240,100,112.62,0.0,8.094,18.092,51.99,keep,,porque es jodido que a los no se 10 minutos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0241,100,107.25,0.0,9.082,19.234,50.17,keep,,un compañero de tuyo se vaya roto de los diametos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0242,75,111.15,0.0,10.325,20.445,54.22,keep,,que nosotros viendo la jugada vemos que no hay mala leche de ibarra
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0243,75,110.3,0.0,8.28,19.109,52.33,keep,,que incluso hasta se arreglan creo eh en la cancha te pones mal de si
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0244,75,111.96,0.0,9.184,25.135,43.31,keep,,loco vamos a vengar a mi compañero
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0245,175,104.35,0.0,9.106,23.854,40.63,keep,,porque no sabes ni bien como fue la jugada y river se repuso a mucho se repuso a la lesion grave
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0246,75,104.54,0.0,9.849,19.872,43.41,keep,,de driusey con lo que significa driusey
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0247,75,103.2,0.0,9.081,18.324,45.45,keep,,que es el unico que hace goles o de lo poco
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0248,75,110.23,0.0,10.073,22.882,50.69,keep,,se recompuso a raro un penal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0249,100,106.07,0.0,8.436,16.274,39.55,keep,,hoy el partido de river fue muy bueno gente muy bueno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0250,200,106.88,0.0,8.078,17.914,53.37,keep,,no hace falta patear 40 veces al arco para que tu equipo sea superior al rival y juegue a la altura de las circunstancias
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0251,100,107.29,0.0,9.516,19.528,47.36,keep,,merecidisima clasificacion de river merecidisima
